pincode,state,district
643104,TAMIL NADU,THE NILGIRIS
643105,TAMIL NADU,THE NILGIRIS
643106,TAMIL NADU,SALEM
643201,TAMIL NADU,THE NILGIRIS
643202,TAMIL NADU,THE NILGIRIS
643206,TAMIL NADU,OOTY
643210,TAMIL NADU,OOTY
643211,TAMIL NADU,THE NILGIRIS
643212,TAMIL NADU,THE NILGIRIS
643213,TAMIL NADU,THE NILGIRIS
643214,TAMIL NADU,THE NILGIRIS
643215,TAMIL NADU,THE NILGIRIS
643217,TAMIL NADU,THE NILGIRIS
643218,TAMIL NADU,COONOOR
643219,TAMIL NADU,COONOOR
643222,TAMIL NADU,KOTAGIRI
643229,TAMIL NADU,KOTAGIRI
643231,TAMIL NADU,THE NILGIRIS
643232,TAMIL NADU,THE NILGIRIS
643237,TAMIL NADU,THE NILGIRIS
643243,TAMIL NADU,THE NILGIRIS
643245,TAMIL NADU,OOTY
643246,TAMIL NADU,OOTY
643247,TAMIL NADU,OOTY
643250,TAMIL NADU,GUDALUR
643251,TAMIL NADU,GUDALUR
643252,TAMIL NADU,OOTY
643256,TAMIL NADU,OOTY
643257,TAMIL NADU,OOTY
643258,TAMIL NADU,OOTY
643259,TAMIL NADU,OOTY
643260,TAMIL NADU,OOTY
643261,TAMIL NADU,OOTY
643264,TAMIL NADU,OOTY
643265,TAMIL NADU,OOTY
643267,TAMIL NADU,OOTY
643269,TAMIL NADU,OOTY
643271,TAMIL NADU,OOTY
643272,TAMIL NADU,OOTY
643273,TAMIL NADU,OOTY
643276,TAMIL NADU,OOTY
643277,TAMIL NADU,OOTY
643278,TAMIL NADU,OOTY
643279,TAMIL NADU,OOTY
643518,TAMIL NADU,OOTY
666213,TAMIL NADU,OOTY
670001,KERALA,CANNANORE
670002,KERALA,CANNANORE
670003,KERALA,CANNANORE
670004,KERALA,CANNANORE
670005,KERALA,CANNANORE
670006,KERALA,CANNANORE
670007,KERALA,CANNANORE
670008,KERALA,CANNANORE
670009,KERALA,CANNANORE
670010,KERALA,CANNANORE
670011,KERALA,CANNANORE
670012,KERALA,CANNANORE
670013,KERALA,CANNANORE
670014,KERALA,CANNANORE
670015,KERALA,CANNANORE
670016,KERALA,CANNANORE
670017,KERALA,TELLICHERRY
670018,KERALA,CANNANORE
670101,KERALA,TELLICHERRY
670102,KERALA,CANNANORE
670103,KERALA,KANNUR
670104,KERALA,KANNUR
670105,KERALA,TELLICHERRY
670106,KERALA,KANNUR
670107,KERALA,KANNUR
670109,KERALA,TELLICHERRY
670141,KERALA,TALIPARAMBA
670142,KERALA,CANNANORE
670144,KERALA,TALIPARAMBA
670301,KERALA,CANNANORE
670303,KERALA,CANNANORE
670304,KERALA,CANNANORE
670305,KERALA,CANNANORE
670306,KERALA,CANNANORE
670307,KERALA,PAYYANUR
670308,KERALA,KANNUR
670309,KERALA,KANNUR
670310,KERALA,PATHANAMTHITTA
670312,KERALA,CANNANORE
670313,KERALA,CANNANORE
670314,KERALA,CANNANORE
670315,KERALA,CANNANORE
670316,KERALA,CANNANORE
670317,KERALA,CANNANORE
670318,KERALA,CANNANORE
670319,KERALA,CANNANORE
670321,KERALA,CANNANORE
670322,KERALA,CANNANORE
670327,KERALA,KANNUR
670330,KERALA,CANNANORE
670331,KERALA,KANNUR
670332,KERALA,CANNANORE
670333,KERALA,CANNANORE
670337,KERALA,CANNANORE
670338,KERALA,CANNANORE
670339,KERALA,CANNANORE
670343,KERALA,CANNANORE
670346,KERALA,CANNANORE
670353,KERALA,CANNANORE
670354,KERALA,CANNANORE
670358,KERALA,CANNANORE
670501,KERALA,CANNANORE
670502,KERALA,KANNUR
670503,KERALA,CANNANORE
670504,KERALA,KANNUR
670511,KERALA,CANNANORE
670521,KERALA,KANNUR
670522,KERALA,CANNANORE
670561,KERALA,CANNANORE
670562,KERALA,CANNANORE
670563,KERALA,CANNANORE
670564,KERALA,CANNANORE
670565,KERALA,CANNANORE
670566,KERALA,CANNANORE
670571,KERALA,ALAKODE
670581,KERALA,PALAKKAD
670582,KERALA,KANNUR
670583,KERALA,CANNANORE
670591,KERALA,KANNUR
670592,KERALA,KANNUR
670593,KERALA,PALAKKAD
670594,KERALA,CANNANORE
670595,KERALA,KANNUR
670601,KERALA,KANNUR
670602,KERALA,CANNANORE
670603,KERALA,CANNANORE
670604,KERALA,KANNUR
670605,KERALA,CANNANORE
670611,KERALA,MATTANUR
670612,KERALA,MATTANUR
670613,KERALA,CANNANORE
670614,KERALA,CANNANORE
670615,KERALA,CANNANORE
670621,KERALA,KANNUR
670622,KERALA,CANNANORE
670631,KERALA,CANNANORE
670632,KERALA,CANNANORE
670633,KERALA,CANNANORE
670641,KERALA,CANNANORE
670642,KERALA,KANNUR
670643,KERALA,CANNANORE
670644,KERALA,WAYANAD
670645,KERALA,CALICUT
670646,KERALA,WAYANAD
670649,KERALA,KANNUR
670650,KERALA,KANNUR
670651,KERALA,CANNANORE
670661,KERALA,KANNUR
670663,KERALA,CANNANORE
670671,KERALA,KANNUR
670672,KERALA,KANNUR
670673,KERALA,KELAKAM
670674,KERALA,KELAKAM
670677,KERALA,CANNANORE
670691,KERALA,CANNANORE
670692,KERALA,CANNANORE
670694,KERALA,KANNUR
670695,KERALA,CANNANORE
670701,KERALA,MATTANUR
670702,KERALA,MATTANUR
670703,KERALA,CANNANORE
670705,KERALA,CANNANORE
670708,KERALA,KANNUR
670721,KERALA,CALICUT
670731,KERALA,WAYANAD
670732,KERALA,WAYANAD
670741,KERALA,CANNANORE
671121,KERALA,KASARGOD
671122,KERALA,KASARGOD
671123,KERALA,KASARGOD
671124,KERALA,KASARGOD
671125,KERALA,KASARGOD
671128,KERALA,KASARGOD
671310,KERALA,KASARGOD
671311,KERALA,KASARGOD
671312,KERALA,KASARGOD
671313,KERALA,CHERUVATHUR
671314,KERALA,NILESWARAM
671315,KERALA,KASARGOD
671316,KERALA,KASARGOD
671317,KERALA,KASARGOD
671318,KERALA,KASARGOD
671319,KERALA,KASARGOD
671320,KERALA,KASARGOD
671321,KERALA,KASARGOD
671322,KERALA,KASARGOD
671323,KERALA,KASARGOD
671324,KERALA,KASARGOD
671326,KERALA,CANNANORE
671328,KERALA,KASARGOD
671329,KERALA,KASARGOD
671341,KERALA,CHERUVATHUR
671344,KERALA,CHERUVATHUR
671345,KERALA,CHERUVATHUR
671349,KERALA,CHERUVATHUR
671350,KERALA,KASARGOD
671351,KERALA,KASARGOD
671353,KERALA,KASARGOD
671357,KERALA,KASARGOD
671531,KERALA,KANHANGAD
671532,KERALA,KASARGOD
671533,KERALA,KASARGOD
671535,KERALA,KANHANGAD
671541,KERALA,KASARGOD
671542,KERALA,KASARGOD
671545,KERALA,KASARGOD
671551,KERALA,KASARGOD
672105,TAMIL NADU,TIRUNELVELI
673000,KERALA,CALICUT
673001,KERALA,CALICUT
673002,KERALA,CALICUT
673003,KERALA,CALICUT
673004,KERALA,CALICUT
673005,KERALA,CALICUT
673006,KERALA,CALICUT
673007,KERALA,CALICUT
673008,KERALA,CALICUT
673009,KERALA,CALICUT
673010,KERALA,CALICUT
673011,KERALA,COCHIN
673012,KERALA,CALICUT
673013,KERALA,CALICUT
673014,KERALA,CALICUT
673015,KERALA,CHALAPPURAM
673016,KERALA,CALICUT
673017,KERALA,CALICUT
673018,KERALA,CALICUT
673019,KERALA,CALICUT
673020,KERALA,CALICUT
673021,KERALA,CALICUT
673022,KERALA,CALICUT
673023,KERALA,CALICUT
673024,KERALA,CALICUT
673025,KERALA,CALICUT
673026,KERALA,CALICUT
673027,KERALA,CALICUT
673028,KERALA,CHALAPPURAM
673029,KERALA,CALICUT
673031,KERALA,CALICUT
673032,KERALA,CALICUT
673035,KERALA,CALICUT
673037,KERALA,CALICUT
673051,KERALA,CALICUT
673101,KERALA,VATAKARA
673102,KERALA,CALICUT
673103,KERALA,CALICUT
673104,KERALA,CALICUT
673105,KERALA,PAYYOLI
673106,KERALA,PAYYOLI
673121,KERALA,KALPETTA
673122,KERALA,KALPETTA
673123,KERALA,WAYANAD
673126,KERALA,KALPETTA
673300,KERALA,CALICUT
673301,KERALA,NADAKKAVU
673302,KERALA,CALICUT
673303,KERALA,CALICUT
673304,KERALA,CALICUT
673305,KERALA,CALICUT
673306,KERALA,KOZHIKODE
673307,KERALA,PAYYOLI
673308,KERALA,PAYYOLI
673309,KERALA,COCHIN
673310,KERALA,COCHIN
673311,KERALA,KANNUR
673312,KERALA,KANNUR
673313,KERALA,KANNUR
673314,KERALA,MALAPPURAM
673315,KERALA,CALICUT
673317,KERALA,PAYYOLI
673318,KERALA,MAHE
673319,KERALA,MAHE
673320,KERALA,TELLICHERRY
673321,KERALA,CALICUT
673322,KERALA,KOZHIKODE
673323,KERALA,CALICUT
673324,KERALA,CALICUT
673325,KERALA,CALICUT
673326,KERALA,CALICUT
673327,KERALA,CALICUT
673328,KERALA,NADAKKAVU
673330,KERALA,NADAKKAVU
673333,KERALA,NADAKKAVU
673338,KERALA,NADAKKAVU
673501,KERALA,KOZHIKODE
673502,KERALA,KOZHIKODE
673504,KERALA,NADAPURAM
673505,KERALA,NADAPURAM
673506,KERALA,NADAPURAM
673507,KERALA,CALICUT
673508,KERALA,CALICUT
673509,KERALA,PAYYOLI
673515,KERALA,CALICUT
673517,KERALA,PAYYOLI
673519,KERALA,CALICUT
673521,KERALA,PAYYOLI
673522,KERALA,CALICUT
673523,KERALA,PAYYOLI
673525,KERALA,CALICUT
673527,KERALA,CALICUT
673529,KERALA,KOZHIKODE
673530,KERALA,PAYYOLI
673531,KERALA,KOZHIKODE
673532,KERALA,PAYYOLI
673533,KERALA,PAYYOLI
673534,KERALA,PAYYOLI
673535,KERALA,PAYYOLI
673541,KERALA,PAYYOLI
673542,KERALA,PAYYOLI
673570,KERALA,CALICUT
673571,KERALA,CALICUT
673572,KERALA,CALICUT
673573,KERALA,THAMARASSERI
673574,KERALA,CALICUT
673575,KERALA,WAYANAD
673576,KERALA,CALICUT
673577,KERALA,CALICUT
673578,KERALA,CALICUT
673579,KERALA,CALICUT
673580,KERALA,KOZHIKODE
673581,KERALA,WAYANAD
673582,KERALA,CALICUT
673583,KERALA,KOZHIKODE
673584,KERALA,KOZHIKODE
673585,KERALA,CALICUT
673586,KERALA,CALICUT
673587,KERALA,KOZHIKODE
673588,KERALA,KOZHIKODE
673589,KERALA,KOZHIKODE
673591,KERALA,KALPETTA
673592,KERALA,KALPETTA
673593,KERALA,CALICUT
673595,KERALA,WAYANAD
673596,KERALA,WAYANAD
673600,KERALA,CALICUT
673601,KERALA,CALICUT
673602,KERALA,CALICUT
673603,KERALA,CALICUT
673604,KERALA,KOZHIKODE
673607,KERALA,CALICUT
673611,KERALA,KOZHIKODE
673612,KERALA,BALUSSERY
673613,KERALA,KOZHIKODE
673614,KERALA,CALICUT
673616,KERALA,KOZHIKODE
673617,KERALA,KOZHIKODE
673618,KERALA,KOZHIKODE
673619,KERALA,KOZHIKODE
673620,KERALA,CALICUT
673621,KERALA,KOZHIKODE
673622,KERALA,CALICUT
673623,KERALA,CALICUT
673624,KERALA,CALICUT
673631,KERALA,FEROKE
673632,KERALA,CALICUT
673633,KERALA,CALICUT
673634,KERALA,MALAPPURAM
673635,KERALA,CALICUT
673636,KERALA,MALAPPURAM
673637,KERALA,KONDOTTY
673638,KERALA,KOTTAKKAL
673639,KERALA,KOTTAKKAL
673640,KERALA,MALAPPURAM
673641,KERALA,MALAPPURAM
673642,KERALA,KOTTAKKAL
673643,KERALA,CALICUT
673644,KERALA,MANJERI
673645,KERALA,MALAPPURAM
673647,KERALA,KONDOTTY
673648,KERALA,KONDOTTY
673649,KERALA,KONDOTTY
673650,KERALA,FEROKE
673651,KERALA,KONDOTTY
673652,KERALA,FEROKE
673653,KERALA,FEROKE
673654,KERALA,FEROKE
673655,KERALA,CALICUT
673661,KERALA,CALICUT
676101,KERALA,TIRUR - MALAPPURAM
676102,KERALA,MALAPPURAM
676103,KERALA,MALAPPURAM
676104,KERALA,TIRUR - MALAPPURAM
676105,KERALA,MALAPPURAM
676106,KERALA,KOTTAKKAL
676107,KERALA,TIRUR - MALAPPURAM
676108,KERALA,MALAPPURAM
676109,KERALA,TIRUR - MALAPPURAM
676110,KERALA,KOTTAKKAL
676111,KERALA,KOTTAKKAL
676121,KERALA,MANJERI
676122,KERALA,KOTTAKKAL
676123,KERALA,MANJERI
676126,KERALA,MANJERI
676127,KERALA,MANJERI
676161,KERALA,KOTTAKKAL
676301,KERALA,MALAPPURAM
676302,KERALA,MALAPPURAM
676303,KERALA,TIRURANGADI
676304,KERALA,TIRURANGADI
676305,KERALA,KOTTAKKAL
676306,KERALA,TIRURANGADI
676307,KERALA,KOTTAKKAL
676308,KERALA,KOTTAKKAL
676309,KERALA,TIRURANGADI
676310,KERALA,KOTTAKKAL
676311,KERALA,TIRURANGADI
676312,KERALA,TIRURANGADI
676313,KERALA,KOTTAKKAL
676314,KERALA,KOTTAKKAL
676315,KERALA,KOTTAKKAL
676317,KERALA,MALAPPURAM
676318,KERALA,KOTTAKKAL
676319,KERALA,MALAPPURAM
676320,KERALA,MALAPPURAM
676501,KERALA,KOTTAKKAL
676502,KERALA,TIRUR - MALAPPURAM
676503,KERALA,KOTTAKKAL
676504,KERALA,KOTTAKKAL
676505,KERALA,MALAPPURAM
676506,KERALA,MALAPPURAM
676507,KERALA,MALAPPURAM
676508,KERALA,TIRURANGADI
676509,KERALA,MALAPPURAM
676510,KERALA,TIRUR - MALAPPURAM
676511,KERALA,KOTTAKKAL
676512,KERALA,KOTTAKKAL
676513,KERALA,KOTTAKKAL
676514,KERALA,KOTTAKKAL
676515,KERALA,KOTTAKKAL
676516,KERALA,KOTTAKKAL
676517,KERALA,MANJERI
676518,KERALA,KOTTAKKAL
676519,KERALA,MALAPPURAM
676520,KERALA,KOTTAKKAL
676521,KERALA,PANDIKKAD
676523,KERALA,KOTTAKKAL
676528,KERALA,MALAPPURAM
676541,KERALA,KOTTAKKAL
676542,KERALA,KOTTAKKAL
676551,KERALA,TIRUR - MALAPPURAM
676552,KERALA,VALANCHERRY
676553,KERALA,MALAPPURAM
676554,KERALA,VALANCHERRY
676556,KERALA,MALAPPURAM
676557,KERALA,KUTTIPURAM
676561,KERALA,MALAPPURAM
678001,KERALA,PALGHAT
678002,KERALA,PALGHAT
678003,KERALA,PALGHAT
678004,KERALA,PALGHAT
678005,KERALA,PALGHAT
678006,KERALA,PALGHAT
678007,KERALA,PALGHAT
678008,KERALA,PALGHAT
678009,KERALA,PALGHAT
678010,KERALA,PALGHAT
678011,KERALA,PALGHAT
678012,KERALA,PALGHAT
678013,KERALA,PALGHAT
678014,KERALA,PALGHAT
678015,KERALA,PALGHAT
678018,KERALA,PALGHAT
678019,KERALA,PALGHAT
678020,KERALA,PALGHAT
678101,KERALA,PALGHAT
678102,KERALA,PALGHAT
678103,KERALA,PALAKKAD
678104,KERALA,PALGHAT
678501,KERALA,PALGHAT
678502,KERALA,PALAKKAD
678503,KERALA,PALGHAT
678504,KERALA,PALAKKAD
678506,KERALA,PALGHAT
678507,KERALA,PALAKKAD
678508,KERALA,PALGHAT
678509,KERALA,PALGHAT
678511,KERALA,PALGHAT
678513,KERALA,PALGHAT
678531,KERALA,PALAKKAD
678534,KERALA,PALGHAT
678541,KERALA,ALATHUR
678542,KERALA,ALATHUR
678551,KERALA,PALAKKAD
678552,KERALA,CHITTUR
678553,KERALA,CHITTUR
678554,KERALA,PALAKKAD
678555,KERALA,PALGHAT
678556,KERALA,CHITTUR
678557,KERALA,PALAKKAD
678558,KERALA,PALGHAT
678559,KERALA,PALGHAT
678570,KERALA,PALGHAT
678571,KERALA,PALAKKAD
678572,KERALA,PALGHAT
678575,KERALA,PALGHAT
678581,KERALA,PALGHAT
678582,KERALA,PALGHAT
678583,KERALA,TRICHUR
678585,KERALA,PALGHAT
678586,KERALA,PALGHAT
678589,KERALA,PALGHAT
678592,KERALA,PALGHAT
678593,KERALA,PATHANAMTHITTA
678594,KERALA,PALAKKAD
678596,KERALA,PALGHAT
678600,KERALA,PALGHAT
678601,KERALA,PALGHAT
678605,KERALA,ALANALLUR
678609,KERALA,PALGHAT
678611,KERALA,PALGHAT
678612,KERALA,PALGHAT
678613,KERALA,PALAKKAD
678614,KERALA,PALGHAT
678615,KERALA,PALGHAT
678616,KERALA,PALGHAT
678621,KERALA,PALGHAT
678622,KERALA,PALAKKAD
678623,KERALA,PALGHAT
678624,KERALA,PALGHAT
678631,KERALA,PALGHAT
678633,KERALA,PALGHAT
678634,KERALA,PALGHAT
678637,KERALA,PALGHAT
678641,KERALA,PALAKKAD
678642,KERALA,OTTAPALAM
678651,KERALA,PALAKKAD
678671,KERALA,PALAKKAD
678682,KERALA,ANGUL
678683,KERALA,VADAKKENCHERY
678684,KERALA,ALATHUR
678701,KERALA,PALGHAT
678702,KERALA,PALGHAT
678705,KERALA,VADAKKENCHERY
678707,KERALA,PALGHAT
678709,KERALA,PALGHAT
678731,KERALA,PALAKKAD
678732,KERALA,PALAKKAD
678733,KERALA,PALGHAT
678761,KERALA,PALGHAT
678762,KERALA,PALGHAT
679101,KERALA,OTTAPALAM
679102,KERALA,PALAKKAD
679103,KERALA,OTTAPALAM
679104,KERALA,OTTAPALAM
679121,KERALA,SHORANUR
679122,KERALA,PALGHAT
679123,KERALA,PALAKKAD
679124,KERALA,SHORANUR
679125,KERALA,SHORANUR
679301,KERALA,PALAKKAD
679302,KERALA,PALGHAT
679303,KERALA,PATTAMBI
679304,KERALA,PALGHAT
679306,KERALA,PATTAMBI
679307,KERALA,PALGHAT
679308,KERALA,PALAKKAD
679309,KERALA,MALAPPURAM
679310,KERALA,PALGHAT
679311,KERALA,PALGHAT
679313,KERALA,PALAKKAD
679314,KERALA,PALGHAT
679321,KERALA,MALAPPURAM
679322,KERALA,KOTTAKKAL
679323,KERALA,MALAPPURAM
679324,KERALA,MALAPPURAM
679325,KERALA,MALAPPURAM
679326,KERALA,MALAPPURAM
679328,KERALA,PANDIKKAD
679329,KERALA,NILAMBUR
679330,KERALA,NILAMBUR
679331,KERALA,EDAKKARA
679332,KERALA,MALAPPURAM
679334,KERALA,MALAPPURAM
679335,KERALA,PALAKKAD
679336,KERALA,PALGHAT
679337,KERALA,PALAKKAD
679338,KERALA,MALAPPURAM
679339,KERALA,KOTTAKKAL
679341,KERALA,KOTTAKKAL
679342,KERALA,PATTAMBI
679343,KERALA,PATTAMBI
679344,KERALA,PATTAMBI
679348,KERALA,PATTAMBI
679350,KERALA,PATTAMBI
679351,KERALA,PATTAMBI
679354,KERALA,PATTAMBI
679355,KERALA,PATTAMBI
679356,KERALA,PATTAMBI
679501,KERALA,PALAKKAD
679502,KERALA,PALGHAT
679503,KERALA,OTTAPALAM
679506,KERALA,PALAKKAD
679511,KERALA,PALAKKAD
679512,KERALA,PALAKKAD
679513,KERALA,PALGHAT
679514,KERALA,PALAKKAD
679517,KERALA,PALGHAT
679518,KERALA,PALGHAT
679521,KERALA,PALGHAT
679522,KERALA,PALGHAT
679523,KERALA,PALAKKAD
679531,KERALA,TRICHUR
679532,KERALA,THRISSUR
679533,KERALA,PALGHAT
679534,KERALA,PALGHAT
679535,KERALA,PALAKKAD
679536,KERALA,PALAKKAD
679537,KERALA,TRICHUR
679538,KERALA,TRICHUR
679552,KERALA,PALAKKAD
679556,KERALA,MALAPPURAM
679561,KERALA,THRISSUR
679562,KERALA,TRICHUR
679563,KERALA,GURUVAYOOR
679571,KERALA,VALANCHERRY
679573,KERALA,MALAPPURAM
679575,KERALA,CHANGARAMKULAM
679576,KERALA,EDAPPAL
679577,KERALA,MALAPPURAM
679579,KERALA,MALAPPURAM
679580,KERALA,MALAPPURAM
679581,KERALA,KOTTAKKAL
679582,KERALA,MALAPPURAM
679585,KERALA,CHANGARAMKULAM
679586,KERALA,MALAPPURAM
679588,KERALA,MALAPPURAM
679589,KERALA,MALAPPURAM
679590,KERALA,KUTTIPURAM
679592,KERALA,ALAPPUZHA
679594,KERALA,CHANGARAMKULAM
679633,KERALA,KUNNAMKULAM
680001,KERALA,TRICHUR
680002,KERALA,TRICHUR
680003,KERALA,TRICHUR
680004,KERALA,TRICHUR
680005,KERALA,TRICHUR
680006,KERALA,TRICHUR
680007,KERALA,KOORKANCHERY
680008,KERALA,TRICHUR
680009,KERALA,TRICHUR
680010,KERALA,TRICHUR
680011,KERALA,TRICHUR
680012,KERALA,TRICHUR
680013,KERALA,TRICHUR
680014,KERALA,TRICHUR
680018,KERALA,TRICHUR
680020,KERALA,TRICHUR
680021,KERALA,TRICHUR
680022,KERALA,TRICHUR
680026,KERALA,TRICHUR
680027,KERALA,TRICHUR
680028,KERALA,THRISSUR
680101,KERALA,GURUVAYOOR
680102,KERALA,TRICHUR
680103,KERALA,GURUVAYOOR
680104,KERALA,GURUVAYOOR
680106,KERALA,TRICHUR
680109,KERALA,TRICHUR
680111,KERALA,TRICHUR
680121,KERALA,IRINJALAKUDA
680122,KERALA,IRINJALAKUDA
680123,KERALA,IRINJALAKUDA
680124,KERALA,IRINJALAKUDA
680125,KERALA,IRINJALAKUDA
680221,KERALA,CHALAKUDY
680301,KERALA,TRICHUR
680302,KERALA,AMBALLUR
680303,KERALA,TRICHUR
680304,KERALA,THRISSUR
680305,KERALA,THRISSUR
680306,KERALA,TRICHUR
680307,KERALA,CHALAKUDY
680308,KERALA,KORATTY
680309,KERALA,KORATTY
680310,KERALA,THRISSUR
680311,KERALA,THRISSUR
680312,KERALA,THRISSUR
680313,KERALA,THRISSUR
680314,KERALA,THRISSUR
680315,KERALA,THRISSUR
680317,KERALA,TRICHUR
680322,KERALA,OLLUR
680323,KERALA,TRICHUR
680501,KERALA,KECHERY
680502,KERALA,THRISSUR
680503,KERALA,KECHERY
680504,KERALA,GURUVAYOOR
680505,KERALA,THRISSUR
680506,KERALA,GURUVAYOOR
680507,KERALA,TRICHUR
680508,KERALA,GURUVAYOOR
680509,KERALA,THRISSUR
680510,KERALA,THRISSUR
680511,KERALA,MALAPPURAM
680512,KERALA,THRISSUR
680513,KERALA,THRISSUR
680514,KERALA,IDUKKI
680515,KERALA,KANNUR
680516,KERALA,GURUVAYOOR
680517,KERALA,KUNNAMKULAM
680518,KERALA,KANNUR
680519,KERALA,KUNNAMKULAM
680522,KERALA,GURUVAYOOR
680523,KERALA,THRISSUR
680541,KERALA,TRICHUR
680542,KERALA,TRICHUR
680543,KERALA,TRICHUR
680545,KERALA,THRISSUR
680546,KERALA,THRISSUR
680547,KERALA,TRICHUR
680549,KERALA,TRICHUR
680551,KERALA,TRICHUR
680552,KERALA,THRISSUR
680553,KERALA,TRICHUR
680555,KERALA,TRICHUR
680561,KERALA,TRICHUR
680562,KERALA,THRISSUR
680563,KERALA,THRISSUR
680564,KERALA,IRINJALAKUDA
680565,KERALA,IRINJALAKUDA
680566,KERALA,TRIPRAYAR
680567,KERALA,TRIPRAYAR
680569,KERALA,TRICHUR
680571,KERALA,IRINJALAKUDA
680581,KERALA,TRICHUR
680582,KERALA,TRICHUR
680583,KERALA,TRICHUR
680584,KERALA,TRICHUR
680585,KERALA,THRISSUR
680586,KERALA,TRICHUR
680587,KERALA,TRICHUR
680588,KERALA,TRICHUR
680589,KERALA,TRICHUR
680590,KERALA,THRISSUR
680591,KERALA,THRISSUR
680592,KERALA,GURUVAYOOR
680593,KERALA,GURUVAYOOR
680594,KERALA,THRISSUR
680596,KERALA,WADAKANCHERY
680597,KERALA,TRICHUR
680600,KERALA,TRICHUR
680601,KERALA,THRISSUR
680602,KERALA,THRISSUR
680603,KERALA,TRICHUR
680604,KERALA,TRICHUR
680608,KERALA,TRICHUR
680609,KERALA,KORATTY
680611,KERALA,TRICHUR
680612,KERALA,TRICHUR
680613,KERALA,TRICHUR
680614,KERALA,TRICHUR
680615,KERALA,TRICHUR
680616,KERALA,THRISSUR
680617,KERALA,TRICHUR
680618,KERALA,TRICHUR
680619,KERALA,THRISSUR
680620,KERALA,THRISSUR
680623,KERALA,TRICHUR
680631,KERALA,TRICHUR
680641,KERALA,TRICHUR
680642,KERALA,THRISSUR
680651,KERALA,MANNUTHY
680652,KERALA,TRICHUR
680653,KERALA,TRICHUR
680654,KERALA,TRICHUR
680655,KERALA,MANNUTHY
680656,KERALA,THRISSUR
680661,KERALA,THRISSUR
680662,KERALA,THRISSUR
680663,KERALA,THRISSUR
680664,KERALA,KODUNGALLUR
680665,KERALA,KODUNGALLUR
680666,KERALA,KANNUR
680667,KERALA,KODUNGALLUR
680668,KERALA,THIRUVANANTHAPURAM
680671,KERALA,THRISSUR
680672,KERALA,KODUNGALLUR
680673,KERALA,NORTH PAROOR
680681,KERALA,TRICHUR
680682,KERALA,TRICHUR
680683,KERALA,IRINJALAKUDA
680684,KERALA,KODAKARA
680685,KERALA,TRICHUR
680686,KERALA,TRICHUR
680687,KERALA,TRICHUR
680688,KERALA,THRISSUR
680689,KERALA,KODAKARA
680692,KERALA,IRINJALAKUDA
680693,KERALA,IRINJALAKUDA
680694,KERALA,IRINJALAKUDA
680695,KERALA,IRINJALAKUDA
680697,KERALA,THRISSUR
680698,KERALA,IRINJALAKUDA
680699,KERALA,THRISSUR
680701,KERALA,THRISSUR
680702,KERALA,TRICHUR
680703,KERALA,IRINJALAKUDA
680711,KERALA,THRISSUR
680712,KERALA,IRINJALAKUDA
680721,KERALA,THRISSUR
680722,KERALA,TRICHUR
680724,KERALA,IRINJALAKUDA
680731,KERALA,TRICHUR
680732,KERALA,TRICHUR
680733,KERALA,TRICHUR
680734,KERALA,TRICHUR
680735,KERALA,TRICHUR
680736,KERALA,TRICHUR
680741,KERALA,TRICHUR
680751,KERALA,MANNUTHY
682000,KERALA,COCHIN
682001,KERALA,COCHIN
682002,KERALA,COCHIN
682003,KERALA,COCHIN
682004,KERALA,COCHIN
682005,KERALA,COCHIN
682006,KERALA,COCHIN
682007,KERALA,COCHIN
682008,KERALA,KANNAMALY
682009,KERALA,COCHIN
682010,KERALA,KANNAMALY
682011,KERALA,COCHIN
682012,KERALA,COCHIN
682013,KERALA,COCHIN
682014,KERALA,COCHIN
682015,KERALA,COCHIN
682016,KERALA,COCHIN
682017,KERALA,COCHIN
682018,KERALA,COCHIN
682019,KERALA,COCHIN
682020,KERALA,COCHIN
682021,KERALA,COCHIN
682022,KERALA,COCHIN
682023,KERALA,COCHIN
682024,KERALA,COCHIN
682025,KERALA,COCHIN
682026,KERALA,COCHIN
682027,KERALA,COCHIN
682028,KERALA,COCHIN
682029,KERALA,COCHIN
682030,KERALA,COCHIN
682031,KERALA,COCHIN
682032,KERALA,COCHIN
682033,KERALA,COCHIN
682034,KERALA,COCHIN
682035,KERALA,COCHIN
682036,KERALA,COCHIN
682037,KERALA,COCHIN
682038,KERALA,COCHIN
682039,KERALA,COCHIN
682040,KERALA,COCHIN
682041,KERALA,COCHIN
682042,KERALA,COCHIN
682301,KERALA,COCHIN
682302,KERALA,COCHIN
682303,KERALA,COCHIN
682304,KERALA,COCHIN
682305,KERALA,COCHIN
682306,KERALA,COCHIN
682307,KERALA,VENNIKULAM
682308,KERALA,COCHIN
682309,KERALA,COCHIN
682310,KERALA,COCHIN
682311,KERALA,KOLENCHERY
682312,KERALA,COCHIN
682313,KERALA,COCHIN
682314,KERALA,MULANTHURUTHY
682315,KERALA,COCHIN
682316,KERALA,COCHIN
682317,KERALA,COCHIN
682319,KERALA,COCHIN
682320,KERALA,COCHIN
682501,KERALA,NORTH PAROOR
682502,KERALA,NORTH PAROOR
682503,KERALA,NORTH PAROOR
682504,KERALA,COCHIN
682505,KERALA,NARAKKAL
682506,KERALA,COCHIN
682507,KERALA,COCHIN
682508,KERALA,COCHIN
682509,KERALA,NARAKKAL
682510,KERALA,COCHIN
682511,KERALA,NARAKKAL
